"date","conf","status1","s1"
"2014-05-28","","Normal value",0.189863
"2014-05-29","","Normal value",0.204195
"2014-05-30","","Normal value",0.227942
"2014-06-02","","Normal value",0.206385
"2014-06-03","","Normal value",0.244088
"2014-06-04","","Normal value",0.249461
"2014-06-05","","Normal value",0.234539
"2014-06-06","","Normal value",0.13725
"2014-06-09","","Normal value",0.181947
"2014-06-10","","Normal value",0.216189
"2014-06-11","","Normal value",0.200539
"2014-06-12","","Normal value",0.178331
"2014-06-13","","Normal value",0.182398
"2014-06-16","","Normal value",0.166885
"2014-06-17","","Normal value",0.188248
"2014-06-18","","Normal value",0.189127
"2014-06-19","","Normal value",0.152745
"2014-06-20","","Normal value",0.181468
"2014-06-23","","Normal value",0.167545
"2014-06-24","","Normal value",0.174293
"2014-06-25","","Normal value",0.143305
"2014-06-26","","Normal value",0.142223
"2014-06-27","","Normal value",0.163223
"2014-06-30","","Normal value",0.160391
"2014-07-01","","Normal value",0.132022
"2014-07-02","","Normal value",0.144078
"2014-07-03","","Normal value",0.141635
"2014-07-04","","Normal value",0.114879
"2014-07-07","","Normal value",0.120163
"2014-07-08","","Normal value",0.105932
"2014-07-09","","Normal value",0.113405
"2014-07-10","","Normal value",0.101865
"2014-07-11","","Normal value",0.109474
"2014-07-14","","Normal value",0.113828
"2014-07-15","","Normal value",0.10473
"2014-07-16","","Normal value",0.10878
"2014-07-17","","Normal value",0.11296
"2014-07-18","","Normal value",0.104446
"2014-07-21","","Normal value",0.113643
"2014-07-22","","Normal value",0.127168
"2014-07-23","","Normal value",0.109843
"2014-07-24","","Normal value",0.132137
"2014-07-25","","Normal value",0.119005
"2014-07-28","","Normal value",0.118538
"2014-07-29","","Normal value",0.113289
"2014-07-30","","Normal value",0.133122
"2014-07-31","","Normal value",0.138942
"2014-08-01","","Normal value",0.121914
"2014-08-04","","Normal value",0.107366
"2014-08-05","","Normal value",0.1309
"2014-08-06","","Normal value",0.105192
"2014-08-07","","Normal value",0.094724
"2014-08-08","","Normal value",0.091251
"2014-08-11","","Normal value",0.089738
"2014-08-12","","Normal value",0.093827
"2014-08-13","","Normal value",0.073704
"2014-08-14","","Normal value",0.065009
"2014-08-15","","Normal value",0.065079
"2014-08-18","","Normal value",0.070562
"2014-08-19","","Normal value",0.062207
"2014-08-20","","Normal value",0.056433
"2014-08-21","","Normal value",0.062657
"2014-08-22","","Normal value",0.070548
"2014-08-25","","Normal value",0.023607
"2014-08-26","","Normal value",0.044576
"2014-08-27","","Normal value",0.018918
"2014-08-28","","Normal value",0.034546
"2014-08-29","","Normal value",0.040021
"2014-09-01","","Normal value",0.016509
"2014-09-02","","Normal value",0.033747
"2014-09-03","","Normal value",0.036593
"2014-09-04","","Normal value",-0.014203
"2014-09-05","","Normal value",-0.029038
"2014-09-08","","Normal value",-0.02982
"2014-09-09","","Normal value",-0.006318
"2014-09-10","","Normal value",0.004514
"2014-09-11","","Normal value",0.006015
"2014-09-12","","Normal value",0.04061
"2014-09-15","","Normal value",0.014585
"2014-09-16","","Normal value",0.021959
"2014-09-17","","Normal value",0.009425
"2014-09-18","","Normal value",0.050036
"2014-09-19","","Normal value",0.017019
"2014-09-22","","Normal value",0.00521
"2014-09-23","","Normal value",0.031258
"2014-09-24","","Normal value",0.017301
"2014-09-25","","Normal value",-0.004882
"2014-09-26","","Normal value",-0.010793
"2014-09-29","","Normal value",-0.010038
"2014-09-30","","Normal value",-0.018526
"2014-10-01","","Normal value",-0.039508
"2014-10-02","","Normal value",-0.022295
"2014-10-03","","Normal value",0.008388
"2014-10-06","","Normal value",-0.006513
"2014-10-07","","Normal value",-0.009347
"2014-10-08","","Normal value",-0.011445
"2014-10-09","","Normal value",-0.030803
"2014-10-10","","Normal value",-0.010614
"2014-10-13","","Normal value",0.01111
"2014-10-14","","Normal value",-0.01553
"2014-10-15","","Normal value",-0.040021
"2014-10-16","","Normal value",0.000164
"2014-10-17","","Normal value",0.024328
"2014-10-20","","Normal value",0.004551
"2014-10-21","","Normal value",0.017834
"2014-10-22","","Normal value",0.020627
"2014-10-23","","Normal value",0.019325
"2014-10-24","","Normal value",0.020498
"2014-10-27","","Normal value",0.026934
"2014-10-28","","Normal value",0.022244
"2014-10-29","","Normal value",0.026593
"2014-10-30","","Normal value",-0.004155
"2014-10-31","","Normal value",-0.013684
"2014-11-03","","Normal value",-0.008791
"2014-11-04","","Normal value",-0.012592
"2014-11-05","","Normal value",-0.017619
"2014-11-06","","Normal value",-0.025181
"2014-11-07","","Normal value",-0.02739
"2014-11-10","","Normal value",-0.020306
"2014-11-11","","Normal value",-0.016734
"2014-11-12","","Normal value",-0.024695
"2014-11-13","","Normal value",-0.02081
"2014-11-14","","Normal value",-0.024913
"2014-11-17","","Normal value",-0.008229
"2014-11-18","","Normal value",-0.012617
"2014-11-19","","Normal value",0.036562
"2014-11-20","","Normal value",0.016987
"2014-11-21","","Normal value",-0.005426
"2014-11-24","","Normal value",-0.008641
"2014-11-25","","Normal value",-0.016349
"2014-11-26","","Normal value",-0.015849
"2014-11-27","","Normal value",-0.026621
"2014-11-28","","Normal value",-0.017096
"2014-12-01","","Normal value",-0.004768
"2014-12-02","","Normal value",0.012963
"2014-12-03","","Normal value",-0.000879
"2014-12-04","","Normal value",-0.000721
"2014-12-05","","Normal value",0.00886
"2014-12-08","","Normal value",-0.009447
"2014-12-09","","Normal value",-0.007935
"2014-12-10","","Normal value",-0.006747
"2014-12-11","","Normal value",-0.010583
"2014-12-12","","Normal value",-0.021945
"2014-12-15","","Normal value",-0.018843
"2014-12-16","","Normal value",-0.033248
"2014-12-17","","Normal value",-0.040186
"2014-12-18","","Normal value",-0.042874
"2014-12-19","","Normal value",-0.055415
"2014-12-22","","Normal value",-0.060912
"2014-12-23","","Normal value",-0.066312
"2014-12-24","","Normal value",-0.069692
"2014-12-29","","Normal value",-0.086912
"2014-12-30","","Normal value",-0.103979
"2014-12-31","","Normal value",-0.107534
"2015-01-02","","Normal value",-0.111714
"2015-01-05","","Normal value",-0.110713
"2015-01-06","","Normal value",-0.107876
"2015-01-07","","Normal value",-0.106869
"2015-01-08","","Normal value",-0.101783
"2015-01-09","","Normal value",-0.111212
"2015-01-12","","Normal value",-0.121724
"2015-01-13","","Normal value",-0.126465
"2015-01-14","","Normal value",-0.14397
"2015-01-15","","Normal value",-0.178354
"2015-01-16","","Normal value",-0.186164
"2015-01-19","","Normal value",-0.187657
"2015-01-20","","Normal value",-0.160417
"2015-01-21","","Normal value",-0.039997
"2015-01-22","","Normal value",-0.115847
"2015-01-23","","Normal value",-0.103586
"2015-01-26","","Normal value",-0.064098
"2015-01-27","","Normal value",-0.064083
"2015-01-28","","Normal value",-0.073985
"2015-01-29","","Normal value",-0.099313
"2015-01-30","","Normal value",-0.096702
"2015-02-02","","Normal value",-0.132768
"2015-02-03","","Normal value",-0.132738
"2015-02-04","","Normal value",-0.15362
"2015-02-05","","Normal value",-0.149354
"2015-02-06","","Normal value",-0.173601
"2015-02-09","","Normal value",-0.157744
"2015-02-10","","Normal value",-0.165137
"2015-02-11","","Normal value",-0.164564
"2015-02-12","","Normal value",-0.172592
"2015-02-13","","Normal value",-0.201137
"2015-02-16","","Normal value",-0.20344
"2015-02-17","","Normal value",-0.174248
"2015-02-18","","Normal value",-0.192454
"2015-02-19","","Normal value",-0.186236
"2015-02-20","","Normal value",-0.202654
"2015-02-23","","Normal value",-0.195532
"2015-02-24","","Normal value",-0.185045
"2015-02-25","","Normal value",-0.197082
"2015-02-26","","Normal value",-0.21188
"2015-02-27","","Normal value",-0.171653
"2015-03-02","","Normal value",-0.17009
"2015-03-03","","Normal value",-0.156037
"2015-03-04","","Normal value",-0.161477
"2015-03-05","","Normal value",-0.179376
"2015-03-06","","Normal value",-0.172005
"2015-03-09","","Normal value",-0.198127
"2015-03-10","","Normal value",-0.232727
"2015-03-11","","Normal value",-0.213726
"2015-03-12","","Normal value",-0.210588
"2015-03-13","","Normal value",-0.178166
"2015-03-16","","Normal value",-0.170892
"2015-03-17","","Normal value",-0.15459
"2015-03-18","","Normal value",-0.202195
"2015-03-19","","Normal value",-0.174733
"2015-03-20","","Normal value",-0.190607
"2015-03-23","","Normal value",-0.159789
"2015-03-24","","Normal value",-0.155265
"2015-03-25","","Normal value",-0.159751
"2015-03-26","","Normal value",-0.19467
"2015-03-27","","Normal value",-0.179991
"2015-03-30","","Normal value",-0.189265
"2015-03-31","","Normal value",-0.201314
"2015-04-01","","Normal value",-0.232246
"2015-04-02","","Normal value",-0.211356
"2015-04-07","","Normal value",-0.205096
"2015-04-08","","Normal value",-0.220937
"2015-04-09","","Normal value",-0.240833
"2015-04-10","","Normal value",-0.2298
"2015-04-13","","Normal value",-0.240679
"2015-04-14","","Normal value",-0.222689
"2015-04-15","","Normal value",-0.215182
"2015-04-16","","Normal value",-0.205595
"2015-04-17","","Normal value",-0.20663
"2015-04-20","","Normal value",-0.178292
"2015-04-21","","Normal value",-0.18075
"2015-04-22","","Normal value",-0.158319
"2015-04-23","","Normal value",-0.187129
"2015-04-24","","Normal value",-0.185823
"2015-04-27","","Normal value",-0.175623
"2015-04-28","","Normal value",-0.192488
"2015-04-29","","Normal value",-0.130776
"2015-04-30","","Normal value",-0.081557
"2015-05-04","","Normal value",-0.049355
"2015-05-05","","Normal value",-0.024861
"2015-05-06","","Normal value",-0.040032
"2015-05-07","","Normal value",-0.037038
"2015-05-08","","Normal value",-0.069597
"2015-05-11","","Normal value",-0.063168
"2015-05-12","","Normal value",-0.030691
"2015-05-13","","Normal value",-0.043871
"2015-05-14","","Normal value",-0.029312
"2015-05-15","","Normal value",-0.062376
"2015-05-18","","Normal value",-0.051403
"2015-05-19","","Normal value",-0.073014
"2015-05-20","","Normal value",-0.078951
"2015-05-21","","Normal value",-0.090151
"2015-05-22","","Normal value",-0.088657
"2015-05-25","","Normal value",-0.086493
"2015-05-26","","Normal value",-0.103292
"2015-05-27","","Normal value",-0.129522
"2015-05-28","","Normal value",-0.12103
"2015-05-29","","Normal value",-0.142935
"2015-06-01","","Normal value",-0.141639
"2015-06-02","","Normal value",-0.067428
"2015-06-03","","Normal value",-0.020348
"2015-06-04","","Normal value",-0.033035
"2015-06-05","","Normal value",-0.016013
"2015-06-08","","Normal value",-0.012463
"2015-06-09","","Normal value",0.020979
"2015-06-10","","Normal value",-0.011091
"2015-06-11","","Normal value",-0.015757
"2015-06-12","","Normal value",-0.044848
"2015-06-15","","Normal value",-0.028956
"2015-06-16","","Normal value",-0.045426
"2015-06-17","","Normal value",-0.055664
"2015-06-18","","Normal value",-0.052058
"2015-06-19","","Normal value",-0.068039
"2015-06-22","","Normal value",-0.040018
"2015-06-23","","Normal value",-0.052786
"2015-06-24","","Normal value",-0.067874
"2015-06-25","","Normal value",-0.077047
"2015-06-26","","Normal value",-0.058453
"2015-06-29","","Normal value",-0.076318
"2015-06-30","","Normal value",-0.101146
"2015-07-01","","Normal value",-0.1126
"2015-07-02","","Normal value",-0.140299
"2015-07-03","","Normal value",-0.171362
"2015-07-06","","Normal value",-0.160924
"2015-07-07","","Normal value",-0.191488
"2015-07-08","","Normal value",-0.1692
"2015-07-09","","Normal value",-0.182768
"2015-07-10","","Normal value",-0.034978
"2015-07-13","","Normal value",-0.040565
"2015-07-14","","Normal value",-0.059402
"2015-07-15","","Normal value",-0.104014
"2015-07-16","","Normal value",-0.063454
"2015-07-17","","Normal value",-0.086803
"2015-07-20","","Normal value",-0.098249
"2015-07-21","","Normal value",-0.087876
"2015-07-22","","Normal value",-0.097226
"2015-07-23","","Normal value",-0.107499
"2015-07-24","","Normal value",-0.126462
"2015-07-27","","Normal value",-0.126991
"2015-07-28","","Normal value",-0.114207
"2015-07-29","","Normal value",-0.12388
"2015-07-30","","Normal value",-0.146955
"2015-07-31","","Normal value",-0.129679
"2015-08-03","","Normal value",-0.147672
"2015-08-04","","Normal value",-0.148008
"2015-08-05","","Normal value",-0.117406
"2015-08-06","","Normal value",-0.133309
"2015-08-07","","Normal value",-0.156716
"2015-08-10","","Normal value",-0.155025
"2015-08-11","","Normal value",-0.173305
"2015-08-12","","Normal value",-0.179882
"2015-08-13","","Normal value",-0.166693
"2015-08-14","","Normal value",-0.161218
"2015-08-17","","Normal value",-0.154191
"2015-08-18","","Normal value",-0.137552
"2015-08-19","","Normal value",-0.136276
"2015-08-20","","Normal value",-0.164619
"2015-08-21","","Normal value",-0.154856
"2015-08-24","","Normal value",-0.168898
"2015-08-25","","Normal value",-0.092568
"2015-08-26","","Normal value",-0.094465
"2015-08-27","","Normal value",-0.089789
"2015-08-28","","Normal value",-0.093055
"2015-08-31","","Normal value",-0.071396
"2015-09-01","","Normal value",-0.030412
"2015-09-02","","Normal value",-0.040942
"2015-09-03","","Normal value",-0.105552
"2015-09-04","","Normal value",-0.113358
"2015-09-07","","Normal value",-0.126961
"2015-09-08","","Normal value",-0.113777
"2015-09-09","","Normal value",-0.121031
"2015-09-10","","Normal value",-0.123072
"2015-09-11","","Normal value",-0.137974
"2015-09-14","","Normal value",-0.149068
"2015-09-15","","Normal value",-0.111865
"2015-09-16","","Normal value",-0.095326
"2015-09-17","","Normal value",-0.068532
"2015-09-18","","Normal value",-0.126769
"2015-09-21","","Normal value",-0.113768
"2015-09-22","","Normal value",-0.165413
"2015-09-23","","Normal value",-0.150498
"2015-09-24","","Normal value",-0.154469
"2015-09-25","","Normal value",-0.124665
"2015-09-28","","Normal value",-0.13922
"2015-09-29","","Normal value",-0.13094
"2015-09-30","","Normal value",-0.169851
"2015-10-01","","Normal value",-0.210965
"2015-10-02","","Normal value",-0.219514
"2015-10-05","","Normal value",-0.198411
"2015-10-06","","Normal value",-0.173206
"2015-10-07","","Normal value",-0.165757
"2015-10-08","","Normal value",-0.176138
"2015-10-09","","Normal value",-0.16385
"2015-10-12","","Normal value",-0.181128
"2015-10-13","","Normal value",-0.181231
"2015-10-14","","Normal value",-0.205557
"2015-10-15","","Normal value",-0.198298
"2015-10-16","","Normal value",-0.187924
"2015-10-19","","Normal value",-0.201251
"2015-10-20","","Normal value",-0.15293
"2015-10-21","","Normal value",-0.170391
"2015-10-22","","Normal value",-0.283913
"2015-10-23","","Normal value",-0.270049
"2015-10-26","","Normal value",-0.268983
"2015-10-27","","Normal value",-0.284795
"2015-10-28","","Normal value",-0.287944
"2015-10-29","","Normal value",-0.264027
"2015-10-30","","Normal value",-0.245621
"2015-11-02","","Normal value",-0.227997
"2015-11-03","","Normal value",-0.238407
"2015-11-04","","Normal value",-0.255794
"2015-11-05","","Normal value",-0.244331
"2015-11-06","","Normal value",-0.189629
"2015-11-09","","Normal value",-0.231077
"2015-11-10","","Normal value",-0.28858
"2015-11-11","","Normal value",-0.290917
"2015-11-12","","Normal value",-0.295381
"2015-11-13","","Normal value",-0.299664
"2015-11-16","","Normal value",-0.315391
"2015-11-17","","Normal value",-0.31939
"2015-11-18","","Normal value",-0.327524
"2015-11-19","","Normal value",-0.336789
"2015-11-20","","Normal value",-0.342624
"2015-11-23","","Normal value",-0.335923
"2015-11-24","","Normal value",-0.331671
"2015-11-25","","Normal value",-0.363292
"2015-11-26","","Normal value",-0.362226
"2015-11-27","","Normal value",-0.382006
"2015-11-30","","Normal value",-0.364386
"2015-12-01","","Normal value",-0.364465
"2015-12-02","","Normal value",-0.397356
"2015-12-03","","Normal value",-0.254645
"2015-12-04","","Normal value",-0.203793
"2015-12-07","","Normal value",-0.241358
"2015-12-08","","Normal value",-0.243904
"2015-12-09","","Normal value",-0.263687
"2015-12-10","","Normal value",-0.283814
"2015-12-11","","Normal value",-0.309595
"2015-12-14","","Normal value",-0.285713
"2015-12-15","","Normal value",-0.255349
"2015-12-16","","Normal value",-0.250096
"2015-12-17","","Normal value",-0.252524
"2015-12-18","","Normal value",-0.283253
"2015-12-21","","Normal value",-0.290681
"2015-12-22","","Normal value",-0.254019
"2015-12-23","","Normal value",-0.222975
"2015-12-28","","Normal value",-0.228148
"2015-12-29","","Normal value",-0.199136
"2015-12-30","","Normal value",-0.219804
"2016-01-04","","Normal value",-0.257544
"2016-01-05","","Normal value",-0.274804
"2016-01-06","","Normal value",-0.29051
"2016-01-07","","Normal value",-0.275558
"2016-01-08","","Normal value",-0.284472
"2016-01-11","","Normal value",-0.269517
"2016-01-12","","Normal value",-0.245223
"2016-01-13","","Normal value",-0.275375
"2016-01-14","","Normal value",-0.298781
"2016-01-15","","Normal value",-0.313046
"2016-01-18","","Normal value",-0.306936
"2016-01-19","","Normal value",-0.319918
"2016-01-20","","Normal value",-0.340477
"2016-01-21","","Normal value",-0.39574
"2016-01-22","","Normal value",-0.391853
"2016-01-25","","Normal value",-0.387559
"2016-01-26","","Normal value",-0.408841
"2016-01-27","","Normal value",-0.397474
"2016-01-28","","Normal value",-0.414147
"2016-01-29","","Normal value",-0.459944
"2016-02-01","","Normal value",-0.451374
"2016-02-02","","Normal value",-0.463382
"2016-02-03","","Normal value",-0.463949
"2016-02-04","","Normal value",-0.457246
"2016-02-05","","Normal value",-0.45595
"2016-02-08","","Normal value",-0.483055
"2016-02-09","","Normal value",-0.463184
"2016-02-10","","Normal value",-0.475652
"2016-02-11","","Normal value",-0.482832
"2016-02-12","","Normal value",-0.478842
"2016-02-15","","Normal value",-0.475583
"2016-02-16","","Normal value",-0.4702
"2016-02-17","","Normal value",-0.468671
"2016-02-18","","Normal value",-0.478763
"2016-02-19","","Normal value",-0.491181
"2016-02-22","","Normal value",-0.49891
"2016-02-23","","Normal value",-0.469032
"2016-02-24","","Normal value",-0.50152
"2016-02-25","","Normal value",-0.500722
"2016-02-26","","Normal value",-0.522381
"2016-02-29","","Normal value",-0.555743
"2016-03-01","","Normal value",-0.545725
"2016-03-02","","Normal value",-0.53138
"2016-03-03","","Normal value",-0.563106
"2016-03-04","","Normal value",-0.535192
"2016-03-07","","Normal value",-0.540292
"2016-03-08","","Normal value",-0.569547
"2016-03-09","","Normal value",-0.519167
"2016-03-10","","Normal value",-0.537359
"2016-03-11","","Normal value",-0.440575
"2016-03-14","","Normal value",-0.442507
"2016-03-15","","Normal value",-0.406942
"2016-03-16","","Normal value",-0.425198
"2016-03-17","","Normal value",-0.44383
"2016-03-18","","Normal value",-0.455095
"2016-03-21","","Normal value",-0.45418
"2016-03-22","","Normal value",-0.461238
"2016-03-23","","Normal value",-0.45873
"2016-03-24","","Normal value",-0.467277
"2016-03-29","","Normal value",-0.4853
"2016-03-30","","Normal value",-0.47525
"2016-03-31","","Normal value",-0.474983
"2016-04-01","","Normal value",-0.484122
"2016-04-04","","Normal value",-0.464482
"2016-04-05","","Normal value",-0.495305
"2016-04-06","","Normal value",-0.503818
"2016-04-07","","Normal value",-0.531191
"2016-04-08","","Normal value",-0.534642
"2016-04-11","","Normal value",-0.528597
"2016-04-12","","Normal value",-0.546868
"2016-04-13","","Normal value",-0.539327
"2016-04-14","","Normal value",-0.532458
"2016-04-15","","Normal value",-0.533429
"2016-04-18","","Normal value",-0.520828
"2016-04-19","","Normal value",-0.515936
"2016-04-20","","Normal value",-0.519622
"2016-04-21","","Normal value",-0.488942
"2016-04-22","","Normal value",-0.480259
"2016-04-25","","Normal value",-0.472749
"2016-04-26","","Normal value",-0.460159
"2016-04-27","","Normal value",-0.460433
"2016-04-28","","Normal value",-0.478737
"2016-04-29","","Normal value",-0.450378
"2016-05-02","","Normal value",-0.439261
"2016-05-03","","Normal value",-0.488587
"2016-05-04","","Normal value",-0.479454
"2016-05-05","","Normal value",-0.516063
"2016-05-06","","Normal value",-0.521018
"2016-05-09","","Normal value",-0.524379
"2016-05-10","","Normal value",-0.518931
"2016-05-11","","Normal value",-0.523585
"2016-05-12","","Normal value",-0.523619
"2016-05-13","","Normal value",-0.515801
"2016-05-16","","Normal value",-0.506869
"2016-05-17","","Normal value",-0.507068
"2016-05-18","","Normal value",-0.483843
"2016-05-19","","Normal value",-0.490512
"2016-05-20","","Normal value",-0.480736
"2016-05-23","","Normal value",-0.48022
"2016-05-24","","Normal value",-0.480912
"2016-05-25","","Normal value",-0.498018
"2016-05-26","","Normal value",-0.497701
"2016-05-27","","Normal value",-0.512661
"2016-05-30","","Normal value",-0.493682
"2016-05-31","","Normal value",-0.483333
"2016-06-01","","Normal value",-0.505519
"2016-06-02","","Normal value",-0.493632
"2016-06-03","","Normal value",-0.524241
"2016-06-06","","Normal value",-0.531055
"2016-06-07","","Normal value",-0.53288
"2016-06-08","","Normal value",-0.529078
"2016-06-09","","Normal value",-0.538298
"2016-06-10","","Normal value",-0.542873
"2016-06-13","","Normal value",-0.532965
"2016-06-14","","Normal value",-0.575086
"2016-06-15","","Normal value",-0.594001
"2016-06-16","","Normal value",-0.609484
"2016-06-17","","Normal value",-0.617759
"2016-06-20","","Normal value",-0.601608
"2016-06-21","","Normal value",-0.608878
"2016-06-22","","Normal value",-0.591059
"2016-06-23","","Normal value",-0.571528
"2016-06-24","","Normal value",-0.676615
"2016-06-27","","Normal value",-0.6782
"2016-06-28","","Normal value",-0.671215
"2016-06-29","","Normal value",-0.672458
"2016-06-30","","Normal value",-0.663178
"2016-07-01","","Normal value",-0.670731
"2016-07-04","","Normal value",-0.685195
"2016-07-05","","Normal value",-0.718263
"2016-07-06","","Normal value",-0.714057
"2016-07-07","","Normal value",-0.711586
"2016-07-08","","Normal value",-0.732776
"2016-07-11","","Normal value",-0.732879
"2016-07-12","","Normal value",-0.705667
"2016-07-13","","Normal value",-0.71444
"2016-07-14","","Normal value",-0.685566
"2016-07-15","","Normal value",-0.6802
"2016-07-18","","Normal value",-0.691741
"2016-07-19","","Normal value",-0.673747
"2016-07-20","","Normal value",-0.656962
"2016-07-21","","Normal value",-0.638562
"2016-07-22","","Normal value",-0.647083
"2016-07-25","","Normal value",-0.640741
"2016-07-26","","Normal value",-0.646482
"2016-07-27","","Normal value",-0.654381
"2016-07-28","","Normal value",-0.643312
"2016-07-29","","Normal value",-0.669312
"2016-08-01","","Normal value",-0.668621
"2016-08-02","","Normal value",-0.631895
"2016-08-03","","Normal value",-0.62655
"2016-08-04","","Normal value",-0.666938
"2016-08-05","","Normal value",-0.668488
"2016-08-08","","Normal value",-0.661921
"2016-08-09","","Normal value",-0.673961
"2016-08-10","","Normal value",-0.69273
"2016-08-11","","Normal value",-0.701159
"2016-08-12","","Normal value",-0.68693
"2016-08-15","","Normal value",-0.655633
"2016-08-16","","Normal value",-0.649732
"2016-08-17","","Normal value",-0.645891
"2016-08-18","","Normal value",-0.671206
"2016-08-19","","Normal value",-0.653746
"2016-08-22","","Normal value",-0.664676
"2016-08-23","","Normal value",-0.66019
"2016-08-24","","Normal value",-0.65897
"2016-08-25","","Normal value",-0.643719
"2016-08-26","","Normal value",-0.652027
"2016-08-29","","Normal value",-0.649673
"2016-08-30","","Normal value",-0.658185
"2016-08-31","","Normal value",-0.660541
"2016-09-01","","Normal value",-0.647479
"2016-09-02","","Normal value",-0.66076
"2016-09-05","","Normal value",-0.667058
"2016-09-06","","Normal value",-0.694317
"2016-09-07","","Normal value",-0.718935
"2016-09-08","","Normal value",-0.681618
"2016-09-09","","Normal value",-0.657359
"2016-09-12","","Normal value",-0.646899
"2016-09-13","","Normal value",-0.63913
"2016-09-14","","Normal value",-0.663474
"2016-09-15","","Normal value",-0.654331
"2016-09-16","","Normal value",-0.673446
"2016-09-19","","Normal value",-0.672375
"2016-09-20","","Normal value",-0.687409
"2016-09-21","","Normal value",-0.671231
"2016-09-22","","Normal value",-0.704441
"2016-09-23","","Normal value",-0.694752
"2016-09-26","","Normal value",-0.706583
"2016-09-27","","Normal value",-0.737789
"2016-09-28","","Normal value",-0.724514
"2016-09-29","","Normal value",-0.700951
"2016-09-30","","Normal value",-0.710885
"2016-10-03","","Normal value",-0.694491
"2016-10-04","","Normal value",-0.695179
"2016-10-05","","Normal value",-0.663122
"2016-10-06","","Normal value",-0.634674
"2016-10-07","","Normal value",-0.637957
"2016-10-10","","Normal value",-0.61785
"2016-10-11","","Normal value",-0.623874
"2016-10-12","","Normal value",-0.609165
"2016-10-13","","Normal value",-0.616903
"2016-10-14","","Normal value",-0.613557
"2016-10-17","","Normal value",-0.619357
"2016-10-18","","Normal value",-0.624904
"2016-10-19","","Normal value",-0.635742
"2016-10-20","","Normal value",-0.616031
"2016-10-21","","Normal value",-0.617759
"2016-10-24","","Normal value",-0.61717
"2016-10-25","","Normal value",-0.600806
"2016-10-26","","Normal value",-0.562631
"2016-10-27","","Normal value",-0.533635
"2016-10-28","","Normal value",-0.516481
"2016-10-31","","Normal value",-0.510776
"2016-11-01","","Normal value",-0.524662
"2016-11-02","","Normal value",-0.563589
"2016-11-03","","Normal value",-0.542273
"2016-11-04","","Normal value",-0.566423
"2016-11-07","","Normal value",-0.549062
"2016-11-08","","Normal value",-0.544897
"2016-11-09","","Normal value",-0.565424
"2016-11-10","","Normal value",-0.485073
"2016-11-11","","Normal value",-0.47227
"2016-11-14","","Normal value",-0.455415
"2016-11-15","","Normal value",-0.492239
"2016-11-16","","Normal value",-0.486434
"2016-11-17","","Normal value",-0.516374
"2016-11-18","","Normal value",-0.544741
"2016-11-21","","Normal value",-0.558976
"2016-11-22","","Normal value",-0.63256
"2016-11-23","","Normal value",-0.581938
"2016-11-24","","Normal value",-0.648691
"2016-11-25","","Normal value",-0.670245
"2016-11-28","","Normal value",-0.696472
"2016-11-29","","Normal value",-0.678948
"2016-11-30","","Normal value",-0.686915
"2016-12-01","","Normal value",-0.658196
"2016-12-02","","Normal value",-0.612751
"2016-12-05","","Normal value",-0.588254
"2016-12-06","","Normal value",-0.578704
"2016-12-07","","Normal value",-0.566761
"2016-12-08","","Normal value",-0.569011
"2016-12-09","","Normal value",-0.690899
"2016-12-12","","Normal value",-0.66027
"2016-12-13","","Normal value",-0.709404
"2016-12-14","","Normal value",-0.729223
"2016-12-15","","Normal value",-0.727762
"2016-12-16","","Normal value",-0.748576
"2016-12-19","","Normal value",-0.780845
"2016-12-20","","Normal value",-0.752842
"2016-12-21","","Normal value",-0.751005
"2016-12-22","","Normal value",-0.74127
"2016-12-23","","Normal value",-0.734457
"2016-12-27","","Normal value",-0.754434
"2016-12-28","","Normal value",-0.767982
"2016-12-29","","Normal value",-0.726306
"2016-12-30","","Normal value",-0.746076
"2017-01-02","","Normal value",-0.812722
"2017-01-03","","Normal value",-0.772121
"2017-01-04","","Normal value",-0.747789
"2017-01-05","","Normal value",-0.703921
"2017-01-06","","Normal value",-0.678314
"2017-01-09","","Normal value",-0.700142
"2017-01-10","","Normal value",-0.683267
"2017-01-11","","Normal value",-0.661375
"2017-01-12","","Normal value",-0.664791
"2017-01-13","","Normal value",-0.663154
"2017-01-16","","Normal value",-0.701865
"2017-01-17","","Normal value",-0.730629
"2017-01-18","","Normal value",-0.680691
"2017-01-19","","Normal value",-0.652778
"2017-01-20","","Normal value",-0.634017
"2017-01-23","","Normal value",-0.674135
"2017-01-24","","Normal value",-0.669939
"2017-01-25","","Normal value",-0.634147
"2017-01-26","","Normal value",-0.614429
"2017-01-27","","Normal value",-0.616598
"2017-01-30","","Normal value",-0.590418
"2017-01-31","","Normal value",-0.597659
"2017-02-01","","Normal value",-0.618388
"2017-02-02","","Normal value",-0.654962
"2017-02-03","","Normal value",-0.657167
"2017-02-06","","Normal value",-0.710298
"2017-02-07","","Normal value",-0.731423
"2017-02-08","","Normal value",-0.763686
"2017-02-09","","Normal value",-0.75933
"2017-02-10","","Normal value",-0.742225
"2017-02-13","","Normal value",-0.736936
"2017-02-14","","Normal value",-0.737678
"2017-02-15","","Normal value",-0.723464
"2017-02-16","","Normal value",-0.698959
"2017-02-17","","Normal value",-0.746652
"2017-02-20","","Normal value",-0.764568
"2017-02-21","","Normal value",-0.770865
"2017-02-22","","Normal value",-0.847375
"2017-02-23","","Normal value",-0.867533
